Date Submitted,Workout Date,Activity Type,Calories Burned (kcal),Distance (mi),Workout Time (seconds),Avg Pace (min/mi),Max Pace (min/mi),Avg Speed (mi/h),Max Speed (mi/h),Avg Heart Rate,Steps,Notes,Source,Link
"Oct. 12, 2023","Oct. 12, 2023",Run,170,2.00314,1789,14.885,9.36377,4.03091,6.40767,,4667,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7572698791
"Oct. 10, 2023","Oct. 10, 2023",Run,394,3.7096,2090,9.39004,7.07677,6.38975,8.47844,,5719,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7569076924
"Oct. 10, 2023","Oct. 10, 2023",Run,156,1.87725,1729,15.3504,8.70159,3.90868,6.89529,,4500,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7568992084
"Oct. 9, 2023","Oct. 9, 2023",Run,557,5.23742,2949,9.38438,6.03294,6.3936,9.94539,,8070,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7567640953
"Sept. 29, 2023","Sept. 29, 2023",Run,316,3.00275,1649,9.15271,5.78724,6.55543,10.3676,,4527,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7548922297
"Sept. 19, 2023","Sept. 19, 2023",Run,196,2.37127,3574,25.1202,11.0565,2.38852,5.42669,,9008,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7530484783
"Sept. 18, 2023","Sept. 18, 2023",Run,146,1.84402,2504,22.6317,12.5774,2.65115,4.77047,,6347,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7527468364
"Sept. 15, 2023","Sept. 15, 2023",Run,92,1.04214,1730,27.6674,9.1047,2.16862,6.59,,4340,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7521958906
"Sept. 14, 2023","Sept. 14, 2023",Run,191,2.39585,3326,23.1373,5.16051,2.59322,11.6267,,8420,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7520808781
"Sept. 14, 2023","Sept. 14, 2023",Run,176,2.16321,3186,24.5469,4.35102,2.4443,13.7899,,8040,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7519829323
"Sept. 13, 2023","Sept. 13, 2023",Run,131,1.6642,2128,21.3115,8.23447,2.81538,7.28645,,5412,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7518254218
"Sept. 12, 2023","Sept. 12, 2023",Run,494,4.62135,2640,9.52103,6.31626,6.30184,9.4993,,7211,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7516131982
"Sept. 11, 2023","Sept. 11, 2023",Run,667,6.1851,3622,9.76001,7.34766,6.14753,8.16586,,9863,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7514448823
"Sept. 11, 2023","Sept. 11, 2023",Run,162,2.05869,2650,21.4537,10.4493,2.79672,5.74202,,6738,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7513468051
"Sept. 7, 2023","Sept. 7, 2023",Run,179,2.28703,2695,19.6397,5.61551,3.05504,10.6847,,6889,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7506797728
"Sept. 6, 2023","Sept. 6, 2023",Run,166,2.11911,2712,21.3297,13.3383,2.81298,4.49833,,6898,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7504769623
"Sept. 6, 2023","Sept. 6, 2023",Run,162,1.94755,2979,25.4935,10.2496,2.35354,5.85388,,7503,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7503707092
"Sept. 5, 2023","Sept. 5, 2023",Run,129,1.58911,2341,24.5526,10.1682,2.44374,5.90073,,5907,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7501621126
"Sept. 2, 2023","Sept. 2, 2023",Run,96,1.22198,1519,20.7178,7.33769,2.89606,8.17696,,3870,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7495815433
"Aug. 30, 2023","Aug. 30, 2023",Run,183,2.2951,3257,23.6518,8.46928,2.5368,7.08443,,8235,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7490603563
"Aug. 30, 2023","Aug. 30, 2023",Run,165,2.10126,2477,19.6469,6.67224,3.05391,8.99248,,6332,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7489601977
"Aug. 27, 2023","Aug. 27, 2023",Run,157,1.95148,2851,24.349,2.51306,2.46416,23.8753,,7197,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7483478635
"Aug. 26, 2023","Aug. 26, 2023",Run,169,2.12232,3024,23.7476,2.35272,2.52657,25.5024,,7644,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7481634688
"Aug. 26, 2023","Aug. 25, 2023",Run,158,1.27297,4070,53.2876,7.32508,1.12597,8.19104,,9981,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7481508256
"Aug. 24, 2023","Aug. 24, 2023",Run,77,0.866724,1459,28.0558,8.47329,2.13859,7.08108,,3658,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7478149822
"Aug. 23, 2023","Aug. 23, 2023",Run,171,2.18615,2767,21.0949,10.0861,2.84429,5.94881,,7042,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7475990134
"Aug. 22, 2023","Aug. 22, 2023",Run,146,1.23626,3595,48.4659,10.5343,1.23798,5.6957,,8838,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7474965028
"Aug. 22, 2023","Aug. 22, 2023",Run,107,1.32178,1951,24.6007,5.13777,2.43896,11.6782,,4923,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7473842608
"Aug. 21, 2023","Aug. 21, 2023",Run,128,1.61473,2202,22.7283,5.80804,2.63988,10.3305,,5580,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7471633492
"Aug. 20, 2023","Aug. 20, 2023",Run,140,1.64003,2613,26.5544,9.57075,2.25951,6.2691,,6568,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7469712070
"Aug. 18, 2023","Aug. 18, 2023",Run,94,1.13079,1731,25.5131,7.40854,2.35173,8.09877,,4359,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7466070148
"Aug. 17, 2023","Aug. 17, 2023",Run,38,0.447509,714,26.5916,10.2788,2.25635,5.83723,,1795,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7463913034
"Aug. 16, 2023","Aug. 16, 2023",Run,120,1.43724,2207,25.5931,8.2401,2.34438,7.28147,,5557,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7462911670
"Aug. 16, 2023","Aug. 16, 2023",Run,88,0.930165,1721,30.8368,8.30469,1.94573,7.22484,,4297,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7461936985
"Aug. 15, 2023","Aug. 15, 2023",Run,182,2.32256,2891,20.7458,7.05889,2.89215,8.49992,,7365,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7459728019
"Aug. 14, 2023","Aug. 14, 2023",Run,120,1.52036,2005,21.9794,9.28484,2.72982,6.46215,,5090,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7458620653
"Aug. 13, 2023","Aug. 13, 2023",Run,103,1.31696,1603,20.2866,8.24519,2.95761,7.27697,,4089,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7456606633
"Aug. 13, 2023","Aug. 13, 2023",Run,131,1.64537,2319,23.4901,8.27989,2.55426,7.24647,,5866,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7455980746
"Aug. 11, 2023","Aug. 11, 2023",Run,101,1.13653,1916,28.0973,12.7568,2.13544,4.70337,,4803,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7451866783
"Aug. 10, 2023","Aug. 10, 2023",Run,138,1.65038,2530,25.5497,3.11702,2.34836,19.2492,,6371,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7450920145
"Aug. 8, 2023","Aug. 8, 2023",Run,150,1.88252,2636,23.3375,2.43803,2.57097,24.6101,,6670,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7445600035
"Aug. 4, 2023","Aug. 4, 2023",Run,134,1.67985,2323,23.0476,9.75937,2.6033,6.14794,,5882,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7438043554
"Aug. 4, 2023","Aug. 3, 2023",Run,159,2.0092,2754,22.845,6.35656,2.6264,9.43906,,6977,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7437959536
"Aug. 2, 2023","Aug. 2, 2023",Run,686,6.25519,3825,10.1915,7.60008,5.88724,7.89465,,10362,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7434147697
"Aug. 1, 2023","Aug. 1, 2023",Run,100,1.26712,1664,21.8869,10.0276,2.74136,5.98346,,4226,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7431852028
"July 31, 2023","July 31, 2023",Run,163,2.06009,2789,22.5638,8.07587,2.65913,7.42954,,7070,",V",Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7429498717
"July 30, 2023","July 30, 2023",Run,98,1.05951,1896,29.8251,12.9817,2.01173,4.6219,,4740,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7427597173
"July 29, 2023","July 29, 2023",Run,496,4.47639,2808,10.4549,7.50191,5.73896,7.99796,,7585,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7426008661
"July 29, 2023","July 29, 2023",Run,170,2.13094,2963,23.1744,11.3527,2.58906,5.28507,,7500,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7425726010
"July 28, 2023","July 28, 2023",Run,120,1.16048,2602,37.3695,15.1917,1.60559,3.94953,,6448,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7424701231
"July 28, 2023","July 28, 2023",Run,168,2.08773,3033,24.2129,12.1639,2.47802,4.93262,,7659,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7423838629
"July 27, 2023","July 27, 2023",Run,163,2.07772,2642,21.1931,11.774,2.83111,5.09597,,6722,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7421991370
"July 26, 2023","July 26, 2023",Run,87,1.10899,1406,21.1303,11.5069,2.83953,5.21428,,3578,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7421017069
"July 26, 2023","July 26, 2023",Run,180,2.24616,2479,18.3944,9.87641,3.26187,6.07508,,6365,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7419906469
"July 25, 2023","July 25, 2023",Run,111,1.40967,1843,21.79,9.13932,2.75356,6.56504,,4681,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7418962465
"July 25, 2023","July 25, 2023",Run,124,1.3039,2430,31.0606,7.79212,1.93171,7.70009,,6065,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7417918270
"July 24, 2023","July 24, 2023",Run,89,1.08033,1636,25.2391,13.7992,2.37726,4.34808,,4122,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7416808066
"July 24, 2023","July 24, 2023",Run,548,5.05315,3004,9.908,6.54013,6.05571,9.17413,,8165,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7416776251
"July 24, 2023","July 24, 2023",Run,164,2.07823,2747,22.03,10.0311,2.72356,5.98139,,6973,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7415701075
"July 23, 2023","July 23, 2023",Run,114,1.10562,2483,37.4301,7.63679,1.60299,7.85671,,6153,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7414064371
"July 19, 2023","July 19, 2023",Run,161,2.01879,2810,23.1987,10.1202,2.58635,5.92877,,7112,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7405963498
"July 14, 2023","July 14, 2023",Run,90,1.13288,1558,22.9208,9.95454,2.61771,6.0274,,3946,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7396135243
"July 13, 2023","July 13, 2023",Run,199,2.48599,2735,18.3361,11.8385,3.27223,5.06822,,7024,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7393934875
"July 12, 2023","July 12, 2023",Run,136,1.6793,2461,24.4249,13.3093,2.45651,4.50813,,6212,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7393123321
"July 12, 2023","July 12, 2023",Run,120,1.531,1980,21.5546,8.98187,2.78363,6.68012,,5033,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7392038278
"July 11, 2023","July 11, 2023",Run,127,1.60451,2139,22.2186,11.5091,2.70044,5.21327,,5427,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7389795064
"July 11, 2023","July 10, 2023",Run,109,1.36773,1967,23.9692,11.7464,2.50321,5.10794,,4970,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7389714400
"July 10, 2023","July 10, 2023",Run,127,1.56434,2295,24.4513,11.3106,2.45386,5.30477,,5793,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7387699669
"July 9, 2023","July 9, 2023",Run,162,2.04545,2313,18.8467,2.89558,3.18358,20.7213,,5929,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7385801503
"July 8, 2023","July 8, 2023",Run,186,2.32724,3301,23.6403,13.9456,2.53804,4.30242,,8347,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7383810028
"July 8, 2023","July 7, 2023",Run,185,1.96261,3599,30.563,8.88849,1.96316,6.7503,,8989,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7383675151
"July 6, 2023","July 6, 2023",Run,621,5.74422,3389,9.83307,7.3759,6.10186,8.1346,,9220,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7380033829
"July 6, 2023","July 6, 2023",Run,150,1.91961,2370,20.5771,11.2622,2.91586,5.32754,,6041,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7379733289
"July 4, 2023","July 4, 2023",Run,168,2.12987,2781,21.7619,11.1154,2.75711,5.39789,,7065,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7375789195
"July 2, 2023","July 2, 2023",Run,147,1.87907,2300,20.4002,8.67011,2.94115,6.92033,,5866,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7371699361
"July 1, 2023","July 1, 2023",Run,128,1.43806,2421,28.0586,9.20546,2.13838,6.51787,,6069,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7370082409
"June 30, 2023","June 30, 2023",Run,157,1.9787,2666,22.4559,10.0773,2.67191,5.95398,,6760,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7367936068
"June 29, 2023","June 29, 2023",Run,107,1.25482,1995,26.4979,10.9751,2.26433,5.46692,,5015,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7366071130
"June 28, 2023","June 28, 2023",Run,178,2.28227,2715,19.8267,9.639,3.02622,6.22471,,6936,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7364185960
"June 27, 2023","June 27, 2023",Run,101,1.20485,1851,25.6049,13.7516,2.3433,4.36311,,4661,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7363097275
"June 27, 2023","June 27, 2023",Run,172,2.19149,2801,21.302,10.8239,2.81663,5.54329,,7124,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7361959000
"June 26, 2023","June 26, 2023",Run,175,2.16391,3153,24.2847,8.53837,2.47069,7.0271,,7961,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7359869668
"June 25, 2023","June 25, 2023",Run,81,0.989671,1473,24.8062,12.8846,2.41875,4.65672,,3715,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7358781637
"June 25, 2023","June 25, 2023",Run,117,1.47681,1953,22.0408,8.04506,2.72223,7.45799,,4958,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7358085184
"June 22, 2023","June 22, 2023",Run,197,2.52723,2996,19.7581,12.1424,3.03672,4.94137,,7656,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7353334786
"June 22, 2023","June 22, 2023",Run,231,2.92295,3358,19.1473,9.67258,3.1336,6.2031,,8599,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7352294839
"June 21, 2023","June 21, 2023",Run,122,1.38255,2288,27.582,9.01746,2.17533,6.65376,,5741,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7350322381
"June 20, 2023","June 20, 2023",Run,174,2.19037,3001,22.8348,12.563,2.62757,4.77594,,7603,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7348105141
"June 19, 2023","June 19, 2023",Run,159,2.02102,2579,21.2681,13.3416,2.82112,4.49722,,6560,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7347073828
"June 19, 2023","June 19, 2023",Run,568,5.22627,3113,9.92741,6.46925,6.04387,9.27465,,8460,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7346215663
"June 18, 2023","June 18, 2023",Run,427,4.03878,2250,9.28498,2.79335,6.46205,21.4796,,6165,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7344222718
"June 16, 2023","June 16, 2023",Run,171,2.18236,2798,21.3683,8.80415,2.8079,6.81497,,7115,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7340224117
"June 15, 2023","June 15, 2023",Run,188,2.39107,3099,21.6012,9.62395,2.77762,6.23445,,7876,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7339252603
"June 15, 2023","June 15, 2023",Run,189,2.39997,3106,21.5697,10.4758,2.78167,5.72747,,7894,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7338215689
"June 14, 2023","June 14, 2023",Run,547,5.05071,2986,9.8534,7.76718,6.08927,7.72481,,8122,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7337173474
"June 14, 2023","June 14, 2023",Run,168,2.15068,2545,19.7224,10.404,3.04222,5.76702,,6504,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7336204444
"June 13, 2023","June 13, 2023",Run,128,1.64156,1985,20.1537,11.9203,2.97713,5.03345,,5066,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7334002927
"June 12, 2023","June 12, 2023",Run,182,2.34162,2842,20.2281,11.1049,2.96616,5.40304,,7252,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7332851257
"June 12, 2023","June 12, 2023",Run,152,1.78395,2822,26.3647,10.875,2.27577,5.51724,,7096,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7331821096
"June 11, 2023","June 11, 2023",Run,147,1.8478,2576,23.2348,11.8035,2.58233,5.08323,,6520,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7330077685
"June 9, 2023","June 9, 2023",Run,159,2.01809,2622,21.6542,11.4769,2.77083,5.22791,,6663,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7325939872
"June 8, 2023","June 8, 2023",Run,228,2.92367,3622,20.6475,12.9467,2.90591,4.6344,,9230,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7324900900
"June 8, 2023","June 8, 2023",Run,102,1.25405,1855,24.6534,12.834,2.43374,4.67509,,4680,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7323976729
"June 7, 2023","June 7, 2023",Run,176,2.24217,2833,21.0585,10.713,2.84921,5.60067,,7211,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7322895427
"June 7, 2023","June 7, 2023",Run,136,1.73637,2223,21.3377,7.76881,2.81193,7.72319,,5654,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7321935349
"June 6, 2023","June 6, 2023",Run,642,6.08056,3357,9.20146,6.74472,6.52071,8.89584,,9209,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7320392947
"June 2, 2023","June 2, 2023",Run,191,2.32942,2376,17.0,9.24108,3.52942,6.49275,,6135,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7311211630
"June 1, 2023","June 1, 2023",Run,209,2.68234,3250,20.1938,10.8718,2.97121,5.51888,,8294,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7310130037
"June 1, 2023","June 1, 2023",Run,118,1.4505,2134,24.5203,12.2683,2.44695,4.89067,,5385,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7309352623
"May 31, 2023","May 31, 2023",Run,104,1.2259,1939,26.3617,13.3756,2.27603,4.48579,,4875,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7307894566
"May 31, 2023","May 30, 2023",Run,185,2.01894,3544,29.2562,7.79361,2.05085,7.69861,,8868,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7307836768
"May 30, 2023","May 30, 2023",Run,108,1.35896,1870,22.9343,12.4396,2.61617,4.82329,,4736,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7304726827
"May 26, 2023","May 26, 2023",Run,142,1.68641,2608,25.7747,9.98201,2.32787,6.01082,,6565,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7297335997
"May 26, 2023","May 26, 2023",Run,144,1.4582,2996,34.2431,10.6201,1.75218,5.64967,,7449,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7296621241
"May 25, 2023","May 25, 2023",Run,252,2.1106,6255,49.3936,12.8051,1.21473,4.68563,,15370,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7295605885
"May 25, 2023","May 25, 2023",Run,142,1.79661,2365,21.9395,11.6224,2.73479,5.16242,,6005,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7294651543
"May 24, 2023","May 24, 2023",Run,120,1.51134,1732,19.1,12.6786,3.14135,4.73239,,4436,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7293593071
"May 23, 2023","May 23, 2023",Run,141,1.76771,2540,23.9481,11.6787,2.50541,5.13758,,6418,,Map My Fitness 5ndthvk6nz2wqm7zk59bj9e7j63dvdjh,http://www.mapmyfitness.com/workout/7291433866
